,,Phil Weiser,John Kellner,William F. Robinson III,Stanley Thorne,Total Votes Cast,Total Ballots Cast
,,Democratic,Republican,Libertarian,Unaffiliated,,
Precinct,6294103411,458,130,14,0,602,602
Precinct,6294103413,427,104,17,0,548,548
Precinct,6294103414,355,150,15,0,520,520
Precinct,6294103416,582,266,22,0,870,870
Precinct,6294103417,426,189,10,0,625,625
Precinct,6294103418,382,179,9,0,570,570
Precinct,6294103419,501,235,13,0,749,749
Precinct,6294103420,667,269,25,0,961,961
Precinct,6294103421,258,141,2,0,401,401
Precinct,6294103422,295,125,8,0,428,428
Precinct,6294103423,670,231,11,0,912,912
Precinct,6294103425,664,247,27,0,938,938
Precinct,6294103426,305,174,18,1,498,498
Precinct,6294103427,662,315,9,0,986,986
Precinct,6294103428,413,202,20,0,635,635
Precinct,6294103429,301,124,8,0,433,433
Precinct,6294103430,422,184,15,2,623,623
Precinct,6294103431,220,132,8,0,360,360
Precinct,6294103432,450,142,13,0,605,605
Precinct,6294103433,315,184,9,0,508,508
Precinct,6294103434,457,179,15,0,651,651
Precinct,6294103435,424,216,18,0,658,658
Precinct,6294103436,518,146,22,0,686,686
Precinct,6294103437,525,270,22,2,819,819
Precinct,6294103438,478,231,21,0,730,730
Precinct,6294103439,354,235,19,0,608,608
Precinct,6294103440,402,316,4,0,722,722
Precinct,6294103441,400,279,4,0,683,683
Precinct,6294103442,376,242,8,1,627,627
Precinct,6294103443,259,195,8,0,462,462
Precinct,6294103444,227,185,5,0,417,417
Precinct,6294103445,236,174,13,0,423,423
Precinct,6294103465,233,174,12,0,419,419
Precinct,6294103466,306,216,15,0,537,537
Precinct,6294103467,312,206,13,0,531,531
Precinct,6294103468,280,185,18,0,483,483
Precinct,6294103469,236,101,5,0,342,342
Precinct,6294103470,390,175,23,0,588,588
Precinct,6294103471,357,212,11,0,580,580
Precinct,6294103472,310,202,16,0,528,528
Precinct,6294103473,315,234,16,0,565,565
Precinct,6294103474,261,95,8,0,364,364
Precinct,6294103537,420,127,11,0,558,558
Precinct,6294103538,408,239,21,0,668,668
Precinct,6294103539,361,151,28,1,541,541
Precinct,6294103554,415,204,10,0,629,629
Precinct,6294103555,334,136,9,0,479,479
Precinct,6294103558,339,197,12,0,548,548
Precinct,6294103559,262,179,11,0,452,452
Precinct,6294103560,176,74,3,0,253,253
Precinct,6294203514,278,86,11,0,375,375
Precinct,6294203515,359,169,18,0,546,546
Precinct,6294203516,256,121,12,0,389,389
Precinct,6294203517,270,111,9,0,390,390
Precinct,6294203518,261,79,12,0,352,352
Precinct,6294203519,243,91,7,0,341,341
Precinct,6294203520,347,185,11,0,543,543
Precinct,6294203521,288,119,12,1,420,420
Precinct,6294203522,298,203,12,0,513,513
Precinct,6294203534,317,85,13,0,415,415
Precinct,6294203535,369,145,10,0,524,524
Precinct,6294203536,226,66,9,0,301,301
Precinct,6294203540,211,152,5,0,368,368
Precinct,6294203541,238,113,3,0,354,354
Precinct,6294203542,134,38,4,0,176,176
Precinct,6294203543,376,150,12,1,539,539
Precinct,6320903415,38,29,0,0,67,67
County,Archuleta,3243,4247,202,8,7700,7700
Precinct,3065904001,402,427,26,1,856,856
Precinct,3065904002,323,408,16,0,747,747
Precinct,3065904003,251,398,16,0,665,665
Precinct,3065904004,127,203,5,3,338,338
Precinct,3065904005,309,509,34,2,854,854
Precinct,3065904006,703,756,42,0,1501,1501
Precinct,3065904007,594,740,21,0,1355,1355
Precinct,3065904008,534,806,42,2,1384,1384
County,Baca,276,1360,41,25,1702,1702
Precinct,4354705001,23,171,3,6,203,203
Precinct,4354705002,40,168,6,3,217,217
Precinct,4354705003,15,118,6,1,140,140
Precinct,4354705004,40,201,4,3,248,248
Precinct,4354705005,10,89,3,0,102,102
Precinct,4354705006,23,95,0,0,118,118
Precinct,4354705007,61,239,11,6,317,317
Precinct,4354705008,61,226,7,2,296,296
Precinct,4354705009,3,53,1,4,61,61
County,Bent,578,1177,45,1,1801,1801
Precinct,4354706001,69,239,5,0,313,313
Precinct,4354706002,83,351,5,1,440,440
Precinct,4354706003,168,197,18,0,383,383
Precinct,4354706004,139,138,9,0,286,286
Precinct,4354706005,119,252,8,0,379,379
County,Boulder,125025,34081,2945,54,162105,162105
Precinct,2151107703,99,50,4,1,154,154
Precinct,2151207004,0,0,0,0,0,0
Precinct,2151207700,740,283,17,0,1040,1040
Precinct,2151907002,0,0,0,0,0,0
Precinct,2154907701,674,326,14,0,1014,1014
Precinct,2154907702,294,194,9,2,499,499
Precinct,2154907704,241,244,12,0,497,497
Precinct,2154907705,213,286,8,4,511,511
Precinct,2154907900,334,52,5,0,391,391
Precinct,2154907901,489,198,20,0,707,707
Precinct,2154907902,183,42,8,0,233,233
Precinct,2154907903,456,78,9,0,543,543
Precinct,2154907904,710,134,26,0,870,870
Precinct,2154907905,342,47,9,0,398,398
Precinct,2154907906,305,99,11,0,415,415
Precinct,2154907907,579,128,14,1,722,722
Precinct,2154907908,213,81,7,0,301,301
Precinct,2154907909,400,41,10,0,451,451
Precinct,2154907910,411,89,15,0,515,515
Precinct,2154907911,629,122,8,0,759,759
Precinct,2154907912,1154,290,14,0,1458,1458
Precinct,2154907913,391,76,11,0,478,478
Precinct,2154907914,216,119,13,0,348,348
Precinct,2154907915,807,219,23,0,1049,1049
Precinct,2154907916,710,221,15,0,946,946
Precinct,2171107600,835,279,24,0,1138,1138
Precinct,2171107601,539,119,14,0,672,672
Precinct,2171107602,393,175,27,1,596,596
Precinct,2171107603,836,333,20,1,1190,1190
Precinct,2171107604,564,214,11,3,792,792
Precinct,2171107605,607,246,21,0,874,874
Precinct,2171107606,890,340,13,2,1245,1245
Precinct,2171107607,949,336,18,1,1304,1304
Precinct,2171107608,788,314,22,0,1124,1124
Precinct,2171107609,799,212,31,0,1042,1042
Precinct,2171107610,951,345,25,4,1325,1325
Precinct,2171107611,653,174,14,0,841,841
Precinct,2171107612,553,184,28,1,766,766
Precinct,2171107613,519,184,18,0,721,721
Precinct,2171107614,360,97,9,0,466,466
Precinct,2171107615,1118,284,23,0,1425,1425
Precinct,2171107616,743,170,34,1,948,948
Precinct,2171107617,566,196,31,0,793,793
Precinct,2171107618,630,267,24,0,921,921
Precinct,2171107622,438,186,18,0,642,642
Precinct,2171107623,742,294,31,1,1068,1068
Precinct,2171107624,883,269,27,0,1179,1179
Precinct,2171107625,563,245,23,1,832,832
Precinct,2171107626,709,243,13,2,967,967
Precinct,2171107627,488,311,15,0,814,814
Precinct,2171107628,471,265,20,0,756,756
Precinct,2171107629,568,301,15,0,884,884
Precinct,2171107630,313,139,14,0,466,466
Precinct,2171107631,372,230,12,0,614,614
Precinct,2171107632,384,162,17,1,564,564
Precinct,2171107633,295,128,19,0,442,442
Precinct,2171107634,534,291,26,1,852,852
Precinct,2171107638,420,308,14,0,742,742
Precinct,2171107639,381,206,12,0,599,599
Precinct,2171107640,382,136,12,0,530,530
Precinct,2171107641,320,194,18,0,532,532
Precinct,2171107642,618,269,19,1,907,907
Precinct,2171107643,357,198,19,0,574,574
Precinct,2171107644,432,205,12,0,649,649
Precinct,2171107645,627,290,18,2,937,937
Precinct,2171107646,360,221,14,0,595,595
Precinct,2171107647,449,194,20,0,663,663
Precinct,2171107648,502,195,22,2,721,721
Precinct,2171107649,651,370,30,0,1051,1051
Precinct,2171107650,372,288,16,1,677,677
Precinct,2171107651,888,484,20,0,1392,1392
Precinct,2171207300,913,385,22,0,1320,1320
Precinct,2171207301,929,201,26,0,1156,1156
Precinct,2171207302,1139,302,25,1,1467,1467
Precinct,2171207303,546,102,19,0,667,667
Precinct,2171207304,662,143,12,0,817,817
Precinct,2171207305,666,125,16,0,807,807
Precinct,2171207306,722,142,22,0,886,886
Precinct,2171207307,644,131,19,0,794,794
Precinct,2171207308,606,143,20,0,769,769
Precinct,2171207309,699,163,19,0,881,881
Precinct,2171207310,917,195,20,0,1132,1132
Precinct,2171207311,533,89,6,0,628,628
Precinct,2171207312,614,187,13,0,814,814
Precinct,2171207313,879,212,12,0,1103,1103
Precinct,2171207314,938,232,19,0,1189,1189
Precinct,2171207315,506,149,10,0,665,665
Precinct,2171207316,757,300,15,0,1072,1072
Precinct,2171907400,903,356,23,0,1282,1282
Precinct,2171907401,790,309,23,0,1122,1122
Precinct,2171907402,783,312,20,0,1115,1115
Precinct,2171907403,706,296,27,0,1029,1029
Precinct,2171907404,841,400,31,0,1272,1272
Precinct,2171907405,617,309,19,1,946,946
Precinct,2171907406,733,425,31,0,1189,1189
Precinct,2171907407,202,147,11,0,360,360
Precinct,2171907408,295,194,8,0,497,497
Precinct,2171907619,756,479,27,0,1262,1262
Precinct,2171907620,684,348,21,0,1053,1053
Precinct,2171907621,376,246,14,0,636,636
Precinct,2171907635,560,315,16,0,891,891
Precinct,2171907636,641,347,17,0,1005,1005
Precinct,2171907637,599,402,15,2,1018,1018
Precinct,2181007800,623,162,12,1,798,798
Precinct,2181007801,271,34,3,1,309,309
Precinct,2181007802,742,169,10,0,921,921
Precinct,2181007803,1104,101,12,0,1217,1217
Precinct,2181007806,846,95,5,0,946,946
Precinct,2181007807,700,101,10,0,811,811
Precinct,2181007808,867,138,18,0,1023,1023
Precinct,2181007809,902,111,16,0,1029,1029
Precinct,2181007810,476,48,6,0,530,530
Precinct,2181007811,732,71,10,0,813,813
Precinct,2181007812,554,95,7,0,656,656
Precinct,2181007813,706,67,12,0,785,785
Precinct,2181007816,875,95,13,0,983,983
Precinct,2181007817,1176,105,17,0,1298,1298
Precinct,2181007818,945,107,22,0,1074,1074
Precinct,2181007819,989,103,25,1,1118,1118
Precinct,2181007820,819,106,24,2,951,951
Precinct,2181007821,651,75,9,0,735,735
Precinct,2181007822,895,106,19,0,1020,1020
Precinct,2181007823,616,55,18,0,689,689
Precinct,2181007824,527,55,7,0,589,589
Precinct,2181007825,1179,82,22,0,1283,1283
Precinct,2181007826,539,46,7,2,594,594
Precinct,2181007829,761,100,17,0,878,878
Precinct,2181007830,970,130,9,0,1109,1109
Precinct,2181007831,435,73,12,0,520,520
Precinct,2181007832,740,111,15,0,866,866
Precinct,2181007833,733,99,19,0,851,851
Precinct,2181007834,656,81,21,0,758,758
Precinct,2181007835,408,57,5,0,470,470
Precinct,2181007836,394,54,7,0,455,455
Precinct,2181007837,465,75,4,0,544,544
Precinct,2181007838,744,138,9,0,891,891
Precinct,2181007839,898,106,13,0,1017,1017
Precinct,2181007840,1228,127,15,0,1370,1370
Precinct,2181007841,558,50,10,0,618,618
Precinct,2181007842,626,108,12,0,746,746
Precinct,2181007843,795,65,6,1,867,867
Precinct,2181007846,563,43,2,0,608,608
Precinct,2181007847,537,40,13,0,590,590
Precinct,2181007848,440,49,9,0,498,498
Precinct,2181007849,666,87,10,0,763,763
Precinct,2181007850,858,89,21,0,968,968
Precinct,2181007851,393,40,6,0,439,439
Precinct,2181207100,724,314,16,0,1054,1054
Precinct,2181207101,761,222,19,0,1002,1002
Precinct,2181207102,446,125,16,0,587,587
Precinct,2181207103,573,244,13,1,831,831
Precinct,2181207104,532,242,13,0,787,787
Precinct,2181207105,902,252,30,0,1184,1184
Precinct,2181207106,470,121,6,0,597,597
Precinct,2181207200,723,171,12,0,906,906
Precinct,2181207201,644,180,10,1,835,835
Precinct,2181207202,422,83,6,0,511,511
Precinct,2181207203,571,127,10,1,709,709
Precinct,2181207204,987,206,16,0,1209,1209
Precinct,2181207205,642,126,17,0,785,785
Precinct,2181207206,723,115,15,0,853,853
Precinct,2181207207,1031,225,15,0,1271,1271
Precinct,2181207208,614,171,12,0,797,797
Precinct,2181207209,830,195,19,0,1044,1044
Precinct,2181207210,909,177,5,0,1091,1091
Precinct,2181207211,502,158,11,0,671,671
Precinct,2181207212,789,172,22,0,983,983
Precinct,2181207500,684,270,15,0,969,969
Precinct,2181207501,615,117,10,0,742,742
Precinct,2181207502,803,299,25,0,1127,1127
Precinct,2181207503,258,85,6,0,349,349
Precinct,2181207504,1590,190,32,1,1813,1813
Precinct,2181207505,541,196,9,0,746,746
Precinct,2181207506,937,241,23,0,1201,1201
Precinct,2181207507,1151,351,23,2,1527,1527
Precinct,2181207508,934,313,24,0,1271,1271
Precinct,2181207509,1000,249,23,0,1272,1272
Precinct,2181207510,605,316,15,0,936,936
Precinct,2184907003,0,0,0,0,0,0
Precinct,2184907804,798,134,14,0,946,946
Precinct,2184907805,772,92,12,0,876,876
Precinct,2184907814,561,105,3,0,669,669
Precinct,2184907815,1188,176,13,0,1377,1377
Precinct,2184907827,1073,108,16,2,1199,1199
Precinct,2184907828,478,48,8,0,534,534
Precinct,2184907844,678,94,4,0,776,776
Precinct,2184907845,1156,128,16,0,1300,1300
Precinct,2184907852,433,59,5,0,497,497
Precinct,2184907853,533,67,5,0,605,605
Precinct,2184907854,626,67,5,0,698,698
Precinct,2184907855,902,83,10,0,995,995
Precinct,2184907856,1085,147,18,0,1250,1250
Precinct,2184907857,669,75,6,0,750,750
County,Broomfield,22967,13182,725,11,36885,36885
Precinct,7253364101,416,92,19,1,528,528
Precinct,7253364102,113,58,5,0,176,176
Precinct,7253364103,436,198,17,0,651,651
Precinct,7253364104,397,202,18,0,617,617
Precinct,7253364105,554,322,17,0,893,893
Precinct,7253364106,547,296,10,0,853,853
Precinct,7253364107,531,286,21,0,838,838
Precinct,7253364108,571,308,16,0,895,895
Precinct,7253364109,456,263,11,0,730,730
Precinct,7253364110,491,236,11,0,738,738
Precinct,7253364201,514,272,8,0,794,794
Precinct,7253364202,299,122,15,0,436,436
Precinct,7253364203,609,207,23,0,839,839
Precinct,7253364204,248,61,6,0,315,315
Precinct,7253364205,94,30,3,0,127,127
Precinct,7253364206,433,128,19,0,580,580
Precinct,7253364207,297,100,11,0,408,408
Precinct,7253364208,189,59,2,0,250,250
Precinct,7253364209,345,101,13,0,459,459
Precinct,7253364210,392,170,13,6,581,581
Precinct,7253364211,462,264,24,0,750,750
Precinct,7253364301,376,209,13,0,598,598
Precinct,7253364302,453,176,18,1,648,648
Precinct,7253364303,262,163,12,0,437,437
Precinct,7253364304,525,296,14,0,835,835
Precinct,7253364305,399,182,16,0,597,597
Precinct,7253364306,532,343,17,1,893,893
Precinct,7253364307,579,386,11,0,976,976
Precinct,7253364308,510,435,11,0,956,956
Precinct,7253364309,260,239,7,0,506,506
Precinct,7253364310,647,315,19,0,981,981
Precinct,7253364311,505,345,9,1,860,860
Precinct,7253364401,330,324,11,0,665,665
Precinct,7253364402,512,317,36,0,865,865
Precinct,7253364403,428,249,13,0,690,690
Precinct,7253364404,529,298,3,0,830,830
Precinct,7253364405,259,216,6,0,481,481
Precinct,7253364406,437,406,12,0,855,855
Precinct,7253364407,58,55,0,0,113,113
Precinct,7253364408,666,345,7,0,1018,1018
Precinct,7253364409,664,318,3,0,985,985
Precinct,7253364410,424,283,11,0,718,718
Precinct,7253364411,512,362,19,0,893,893
Precinct,7253364412,325,233,7,0,565,565
Precinct,7253364413,192,88,8,0,288,288
Precinct,7253364501,534,307,29,0,870,870
Precinct,7253364502,115,79,9,0,203,203
Precinct,7253364503,422,268,23,0,713,713
Precinct,7253364504,394,267,13,1,675,675
Precinct,7253364505,531,316,17,0,864,864
Precinct,7253364506,387,222,7,0,616,616
Precinct,7253364507,284,219,10,0,513,513
Precinct,7253364508,360,172,7,0,539,539
Precinct,7253364509,271,177,6,0,454,454
Precinct,7253364510,245,398,10,0,653,653
Precinct,7253364511,343,223,13,0,579,579
Precinct,7253364512,303,176,16,0,495,495
Precinct,7253364513,0,0,0,0,0,0
County,Chaffee,6364,4976,270,1,11611,11611
Precinct,7041308001,561,588,28,0,1177,1177
Precinct,7041308002,600,764,34,0,1398,1398
Precinct,7041308003,439,379,20,0,838,838
Precinct,7041308004,378,542,17,0,937,937
Precinct,7041308005,767,702,25,0,1494,1494
Precinct,7041308007,835,359,25,0,1219,1219
Precinct,7041308008,855,259,37,0,1151,1151
Precinct,7041308009,661,306,34,0,1001,1001
Precinct,7041308010,367,396,14,1,778,778
Precinct,7041308011,375,271,17,0,663,663
Precinct,7046008006,526,410,19,0,955,955
County,Cheyenne,106,771,17,2,896,896
Precinct,4355609001,11,83,2,0,96,96
Precinct,4355609002,25,212,4,0,241,241
Precinct,4355609003,28,255,6,2,291,291
Precinct,4355609004,36,175,4,0,215,215
Precinct,4355609005,6,46,1,0,53,53
County,Clear Creek,2876,2051,170,0,5097,5097
Precinct,2084910001,469,238,28,0,735,735
Precinct,2084910002,139,82,10,0,231,231
Precinct,2084910003,147,136,10,0,293,293
Precinct,2084910004,330,235,26,0,591,591
Precinct,2084910005,294,216,24,0,534,534
Precinct,2084910006,218,119,14,0,351,351
Precinct,2084910007,513,418,24,0,955,955
Precinct,2084910008,330,208,10,0,548,548
Precinct,2084910009,436,399,24,0,859,859
County,Conejos,1594,1735,42,0,3371,3371
Precinct,3066211001,210,47,9,0,266,266
Precinct,3066211002,161,192,2,0,355,355
Precinct,3066211003,168,138,2,0,308,308
Precinct,3066211004,200,64,3,0,267,267
Precinct,3066211005,172,186,9,0,367,367
Precinct,3066211006,194,317,7,0,518,518
Precinct,3066211007,94,114,3,0,211,211
Precinct,3066211008,139,381,2,0,522,522
Precinct,3066211009,115,157,2,0,274,274
Precinct,3066211010,141,139,3,0,283,283
County,Costilla,1084,510,38,0,1632,1632
Precinct,3066212001,115,15,2,0,132,132
Precinct,3066212002,147,20,1,0,168,168
Precinct,3066212003,88,19,0,0,107,107
Precinct,3066212004,147,23,4,0,174,174
Precinct,3066212005,74,58,4,0,136,136
Precinct,3066212006,54,15,4,0,73,73
Precinct,3066212007,274,220,11,0,505,505
Precinct,3066212008,185,140,12,0,337,337
County,Crowley,358,908,46,0,1312,1312
Precinct,4354713001,69,191,11,0,271,271
Precinct,4354713002,62,153,5,0,220,220
Precinct,4354713003,57,116,9,0,182,182
Precinct,4354713004,58,166,8,0,232,232
Precinct,4354713005,58,140,6,0,204,204
Precinct,4354713006,54,142,7,0,203,203
County,Custer,974,2215,82,1,3272,3272
Precinct,7046014001,327,699,31,1,1058,1058
Precinct,7046014002,329,745,26,0,1100,1100
Precinct,7046014003,318,771,25,0,1114,1114
County,Delta,5136,10179,368,13,15696,15696
Precinct,3055415001,158,778,19,2,957,957
Precinct,3055415002,141,376,13,0,530,530
Precinct,3055415003,147,283,17,0,447,447
Precinct,3055415004,221,432,17,0,670,670
Precinct,3055415005,187,335,22,0,544,544
Precinct,3055415006,215,540,19,0,774,774
Precinct,3055415007,182,585,21,0,788,788
Precinct,3055415008,173,722,20,4,919,919
Precinct,3055415009,244,705,20,0,969,969
Precinct,3055415010,201,603,16,1,821,821
Precinct,3055815015,357,691,31,0,1079,1079
Precinct,3055815016,309,523,15,0,847,847
Precinct,3055815017,247,491,16,2,756,756
Precinct,3055815018,463,405,21,2,891,891
Precinct,3055815019,390,181,13,1,585,585
Precinct,3055815020,489,345,14,0,848,848
Precinct,3075415011,320,528,14,0,862,862
Precinct,3075415012,184,430,17,0,631,631
Precinct,3075415013,202,584,18,1,805,805
Precinct,3075415014,306,642,25,0,973,973
County,Denver,221964,53321,5035,67,280387,280387
Precinct,1260116126,575,557,14,0,1146,1146
Precinct,1260116127,598,381,19,0,998,998
Precinct,1260116128,487,292,11,0,790,790
Precinct,1260116129,473,284,22,0,779,779
Precinct,1260116130,577,400,24,2,1003,1003
Precinct,1260116131,534,418,20,0,972,972
Precinct,1260116132,421,247,15,0,683,683
Precinct,1260116133,503,338,13,0,854,854
Precinct,1260116134,406,326,11,0,743,743
Precinct,1260116135,480,426,14,0,920,920
Precinct,1260316301,399,130,16,0,545,545
Precinct,1260316302,833,313,11,1,1158,1158
Precinct,1260316303,818,363,25,0,1206,1206
Precinct,1260316304,325,74,16,0,415,415
Precinct,1260316305,749,373,17,0,1139,1139
Precinct,1260316306,772,329,9,0,1110,1110
Precinct,1260316307,657,280,19,0,956,956
Precinct,1260316308,538,205,15,0,758,758
Precinct,1260316309,845,390,14,0,1249,1249
Precinct,1260316310,529,203,21,0,753,753
Precinct,1260316311,725,278,26,2,1031,1031
Precinct,1260316312,518,208,17,0,743,743
Precinct,1260316313,599,206,23,0,828,828
Precinct,1260316314,557,231,17,0,805,805
Precinct,1260316315,520,304,10,1,835,835
Precinct,1260916925,848,319,13,2,1182,1182
Precinct,1260916926,840,308,12,0,1160,1160
Precinct,1260916927,671,217,17,0,905,905
Precinct,1260916928,726,250,27,0,1003,1003
Precinct,1310216201,852,94,15,0,961,961
Precinct,1310216202,822,85,13,0,920,920
Precinct,1310216203,831,136,13,0,980,980
Precinct,1310216204,882,167,6,0,1055,1055
Precinct,1310216205,656,363,5,0,1024,1024
Precinct,1310216206,604,377,11,3,995,995
Precinct,1310216207,747,349,12,3,1111,1111
Precinct,1310216208,669,243,22,0,934,934
Precinct,1310216209,784,294,7,0,1085,1085
Precinct,1310216210,992,327,10,0,1329,1329
Precinct,1310216211,964,340,11,0,1315,1315
Precinct,1310216212,1157,147,17,0,1321,1321
Precinct,1310216213,1027,178,30,0,1235,1235
Precinct,1310216214,703,93,13,0,809,809
Precinct,1310216215,719,82,9,0,810,810
Precinct,1310216216,749,165,9,0,923,923
Precinct,1310216217,901,273,12,3,1189,1189
Precinct,1310216218,642,417,9,2,1070,1070
Precinct,1310216219,699,311,14,0,1024,1024
Precinct,1310216220,973,164,25,1,1163,1163
Precinct,1310216221,942,222,10,0,1174,1174
Precinct,1310216222,752,145,10,0,907,907
Precinct,1310216223,914,223,14,0,1151,1151
Precinct,1310216224,885,300,21,0,1206,1206
Precinct,1310216225,885,268,11,0,1164,1164
Precinct,1310216226,854,280,12,2,1148,1148
Precinct,1310216227,814,396,8,0,1218,1218
Precinct,1310216228,873,379,14,0,1266,1266
Precinct,1310216229,863,325,15,0,1203,1203
Precinct,1310516523,235,39,7,0,281,281
Precinct,1310516524,615,126,16,0,757,757
Precinct,1310516525,585,158,16,0,759,759
Precinct,1310516528,594,85,19,0,698,698
Precinct,1310516530,712,165,12,0,889,889
Precinct,1310616601,711,100,11,0,822,822
Precinct,1310616602,894,111,19,0,1024,1024
Precinct,1310616603,1038,144,16,1,1199,1199
Precinct,1310616604,1014,85,25,1,1125,1125
Precinct,1310616605,814,70,8,0,892,892
Precinct,1310616606,939,94,20,0,1053,1053
Precinct,1310616607,1129,115,23,0,1267,1267
Precinct,1310616608,1089,123,22,0,1234,1234
Precinct,1310616609,1088,92,25,0,1205,1205
Precinct,1310616610,900,70,19,0,989,989
Precinct,1310616611,880,97,21,0,998,998
Precinct,1310616612,1156,129,21,0,1306,1306
Precinct,1310616613,1195,153,18,0,1366,1366
Precinct,1310616614,945,88,10,0,1043,1043
Precinct,1310616615,1103,105,16,0,1224,1224
Precinct,1310616616,1158,116,24,0,1298,1298
Precinct,1310616617,1184,138,17,0,1339,1339
Precinct,1310616618,1130,223,12,1,1366,1366
Precinct,1310616619,775,122,12,0,909,909
Precinct,1310616620,884,139,16,0,1039,1039
Precinct,1310616621,858,131,27,0,1016,1016
Precinct,1310616622,573,58,8,0,639,639
Precinct,1310616623,851,177,20,1,1049,1049
Precinct,1310616624,812,121,12,0,945,945
Precinct,1310616625,893,176,14,0,1083,1083
Precinct,1310616626,1172,220,18,0,1410,1410
Precinct,1310616627,577,112,21,0,710,710
Precinct,1310616628,527,97,15,0,639,639
Precinct,1310616629,1012,247,10,0,1269,1269
Precinct,1310616630,710,159,17,0,886,886
Precinct,1310616631,660,205,5,0,870,870
Precinct,1310616632,800,169,20,0,989,989
Precinct,1310816813,676,114,22,0,812,812
Precinct,1310816815,781,100,18,0,899,899
Precinct,1310816831,874,86,14,0,974,974
Precinct,1310816832,796,94,16,0,906,906
Precinct,1310816833,810,87,14,0,911,911
Precinct,1310816834,805,98,15,0,918,918
Precinct,1310816835,898,91,15,0,1004,1004
Precinct,1310816840,668,84,17,0,769,769
Precinct,1310816841,591,101,16,1,709,709
Precinct,1310916901,1004,346,7,0,1357,1357
Precinct,1310916902,710,163,15,0,888,888
Precinct,1310916903,767,222,9,1,999,999
Precinct,1320116103,518,162,25,1,706,706
Precinct,1320116104,440,112,22,1,575,575
Precinct,1320116105,459,151,18,0,628,628
Precinct,1320116106,421,146,14,0,581,581
Precinct,1320116107,674,253,18,0,945,945
Precinct,1320116108,600,162,21,1,784,784
Precinct,1320116109,415,169,20,0,604,604
Precinct,1320116110,484,131,21,0,636,636
Precinct,1320116111,566,105,24,0,695,695
Precinct,1320116112,601,247,17,0,865,865
Precinct,1320116113,625,253,23,4,905,905
Precinct,1320116114,375,149,25,0,549,549
Precinct,1320116115,570,155,16,0,741,741
Precinct,1320116116,823,261,23,0,1107,1107
Precinct,1320116117,748,236,27,0,1011,1011
Precinct,1320116118,779,445,28,1,1253,1253
Precinct,1320116119,814,418,28,0,1260,1260
Precinct,1320116120,734,372,23,0,1129,1129
Precinct,1320116121,621,207,17,0,845,845
Precinct,1320116122,380,157,14,0,551,551
Precinct,1320116123,634,277,26,1,938,938
Precinct,1320116124,689,292,22,1,1004,1004
Precinct,1320116125,127,52,4,0,183,183
Precinct,1320216230,1013,205,14,0,1232,1232
Precinct,1320216231,1052,271,19,0,1342,1342
Precinct,1320216232,1045,258,16,0,1319,1319
Precinct,1320216233,729,175,18,0,922,922
Precinct,1320216234,540,149,16,0,705,705
Precinct,1320216235,568,168,15,0,751,751
Precinct,1320216236,723,190,21,1,935,935
Precinct,1320216237,746,127,25,0,898,898
Precinct,1320216238,617,139,20,0,776,776
Precinct,1320216239,726,217,16,0,959,959
Precinct,1320216240,762,241,16,0,1019,1019
Precinct,1320216241,770,283,15,0,1068,1068
Precinct,1320216242,791,272,13,0,1076,1076
Precinct,1320216243,777,347,7,0,1131,1131
Precinct,1320216244,709,275,13,1,998,998
Precinct,1320616633,774,183,10,1,968,968
Precinct,1320616634,404,76,18,0,498,498
Precinct,1320616635,544,127,19,0,690,690
Precinct,1320616636,817,291,17,0,1125,1125
Precinct,1320616637,916,327,19,1,1263,1263
Precinct,1320616638,592,162,14,0,768,768
Precinct,1320916904,971,317,12,0,1300,1300
Precinct,1320916905,805,182,26,0,1013,1013
Precinct,1320916906,936,265,20,1,1222,1222
Precinct,1320916907,515,122,15,0,652,652
Precinct,1320916908,861,177,19,0,1057,1057
Precinct,1320916909,592,128,19,0,739,739
Precinct,1320916910,1031,231,23,2,1287,1287
Precinct,1320916911,777,234,27,1,1039,1039
Precinct,1320916912,810,260,19,0,1089,1089
Precinct,1320916913,1046,289,22,0,1357,1357
Precinct,1320916916,667,189,13,0,869,869
Precinct,1320916917,531,123,12,0,666,666
Precinct,1320916918,721,262,16,0,999,999
Precinct,1320916919,525,152,14,0,691,691
Precinct,1320916920,699,275,15,0,989,989
Precinct,1320916921,836,281,19,0,1136,1136
Precinct,1320916922,877,329,21,0,1227,1227
Precinct,1320916923,369,149,9,0,527,527
Precinct,1320916924,193,58,5,0,256,256
Precinct,1330516801,418,47,10,0,475,475
Precinct,1330716701,786,207,11,0,1004,1004
Precinct,1330716702,967,219,23,0,1209,1209
Precinct,1330716703,1084,250,23,0,1357,1357
Precinct,1330716704,883,177,17,0,1077,1077
Precinct,1330716705,482,120,16,0,618,618
Precinct,1330716706,423,86,7,0,516,516
Precinct,1330716707,585,129,18,0,732,732
Precinct,1330716708,538,90,15,0,643,643
Precinct,1330716709,639,91,17,0,747,747
Precinct,1330716710,607,91,13,0,711,711
Precinct,1330716711,639,85,15,0,739,739
Precinct,1330716712,620,113,17,0,750,750
Precinct,1330716713,470,121,5,0,596,596
Precinct,1330716714,495,151,15,1,662,662
Precinct,1330716715,465,147,17,0,629,629
Precinct,1330716716,588,169,12,0,769,769
Precinct,1330716717,663,181,17,0,861,861
Precinct,1330716718,850,348,22,0,1220,1220
Precinct,1330716719,659,173,16,0,848,848
